n,alpha,algorithm,rep,returned_size,oracle_size,correct
6,2.0,SimpleAugmentingMatcher,20,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,20,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,20,6.0,6.0,True
5,1.0,SimpleAugmentingMatcher,40,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,40,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,40,3.0,3.0,True
4,2.0,SimpleAugmentingMatcher,27,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,27,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,27,4.0,4.0,True
6,1.0,SimpleAugmentingMatcher,2,3.0,3.0,True
6,1.0,HopcroftKarpMatcher,2,3.0,3.0,True
6,1.0,HopcroftKarpMatcher,2,3.0,3.0,True
4,2.0,SimpleAugmentingMatcher,15,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,15,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,15,4.0,4.0,True
4,1.0,SimpleAugmentingMatcher,11,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,11,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,11,3.0,3.0,True
6,1.0,SimpleAugmentingMatcher,19,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,19,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,19,4.0,4.0,True
3,2.0,SimpleAugmentingMatcher,2,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,2,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,2,3.0,3.0,True
2,1.5,SimpleAugmentingMatcher,43,2.0,2.0,True
2,1.5,HopcroftKarpMatcher,43,2.0,2.0,True
2,1.5,HopcroftKarpMatcher,43,2.0,2.0,True
6,2.0,SimpleAugmentingMatcher,27,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,27,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,27,6.0,6.0,True
4,1.5,SimpleAugmentingMatcher,32,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,32,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,32,4.0,4.0,True
6,2.0,SimpleAugmentingMatcher,49,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,49,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,49,6.0,6.0,True
5,1.0,SimpleAugmentingMatcher,29,2.0,2.0,True
5,1.0,HopcroftKarpMatcher,29,2.0,2.0,True
5,1.0,HopcroftKarpMatcher,29,2.0,2.0,True
2,2.0,SimpleAugmentingMatcher,41,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,41,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,41,2.0,2.0,True
4,1.5,SimpleAugmentingMatcher,16,3.0,3.0,True
4,1.5,HopcroftKarpMatcher,16,3.0,3.0,True
4,1.5,HopcroftKarpMatcher,16,3.0,3.0,True
2,1.0,SimpleAugmentingMatcher,25,2.0,2.0,True
2,1.0,HopcroftKarpMatcher,25,2.0,2.0,True
2,1.0,HopcroftKarpMatcher,25,2.0,2.0,True
6,1.0,SimpleAugmentingMatcher,5,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,5,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,5,4.0,4.0,True
3,2.0,SimpleAugmentingMatcher,13,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,13,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,13,3.0,3.0,True
5,1.0,SimpleAugmentingMatcher,26,4.0,4.0,True
5,1.0,HopcroftKarpMatcher,26,4.0,4.0,True
5,1.0,HopcroftKarpMatcher,26,4.0,4.0,True
2,1.5,SimpleAugmentingMatcher,39,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,39,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,39,1.0,1.0,True
4,2.0,SimpleAugmentingMatcher,21,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,21,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,21,4.0,4.0,True
3,1.0,SimpleAugmentingMatcher,8,1.0,1.0,True
3,1.0,HopcroftKarpMatcher,8,1.0,1.0,True
3,1.0,HopcroftKarpMatcher,8,1.0,1.0,True
5,2.0,SimpleAugmentingMatcher,10,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,10,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,10,5.0,5.0,True
6,2.0,SimpleAugmentingMatcher,30,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,30,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,30,6.0,6.0,True
3,1.0,SimpleAugmentingMatcher,46,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,46,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,46,2.0,2.0,True
6,1.5,SimpleAugmentingMatcher,5,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,5,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,5,6.0,6.0,True
2,2.0,SimpleAugmentingMatcher,2,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,2,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,2,2.0,2.0,True
2,1.5,SimpleAugmentingMatcher,40,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,40,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,40,1.0,1.0,True
5,1.5,SimpleAugmentingMatcher,5,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,5,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,5,5.0,5.0,True
2,1.0,SimpleAugmentingMatcher,28,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,28,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,28,1.0,1.0,True
4,2.0,SimpleAugmentingMatcher,26,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,26,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,26,4.0,4.0,True
2,1.0,SimpleAugmentingMatcher,44,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,44,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,44,1.0,1.0,True
2,1.0,SimpleAugmentingMatcher,10,2.0,2.0,True
2,1.0,HopcroftKarpMatcher,10,2.0,2.0,True
2,1.0,HopcroftKarpMatcher,10,2.0,2.0,True
4,2.0,SimpleAugmentingMatcher,49,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,49,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,49,4.0,4.0,True
2,1.5,SimpleAugmentingMatcher,22,2.0,2.0,True
2,1.5,HopcroftKarpMatcher,22,2.0,2.0,True
2,1.5,HopcroftKarpMatcher,22,2.0,2.0,True
5,1.5,SimpleAugmentingMatcher,8,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,8,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,8,5.0,5.0,True
4,1.0,SimpleAugmentingMatcher,34,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,34,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,34,3.0,3.0,True
5,1.0,SimpleAugmentingMatcher,43,4.0,4.0,True
5,1.0,HopcroftKarpMatcher,43,4.0,4.0,True
5,1.0,HopcroftKarpMatcher,43,4.0,4.0,True
3,2.0,SimpleAugmentingMatcher,37,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,37,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,37,3.0,3.0,True
5,1.0,SimpleAugmentingMatcher,41,4.0,4.0,True
5,1.0,HopcroftKarpMatcher,41,4.0,4.0,True
5,1.0,HopcroftKarpMatcher,41,4.0,4.0,True
6,2.0,SimpleAugmentingMatcher,0,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,0,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,0,6.0,6.0,True
6,1.5,SimpleAugmentingMatcher,43,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,43,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,43,6.0,6.0,True
2,1.0,SimpleAugmentingMatcher,36,2.0,2.0,True
2,1.0,HopcroftKarpMatcher,36,2.0,2.0,True
2,1.0,HopcroftKarpMatcher,36,2.0,2.0,True
6,1.0,SimpleAugmentingMatcher,18,3.0,3.0,True
6,1.0,HopcroftKarpMatcher,18,3.0,3.0,True
6,1.0,HopcroftKarpMatcher,18,3.0,3.0,True
5,1.0,SimpleAugmentingMatcher,0,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,0,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,0,3.0,3.0,True
6,1.0,SimpleAugmentingMatcher,27,3.0,3.0,True
6,1.0,HopcroftKarpMatcher,27,3.0,3.0,True
6,1.0,HopcroftKarpMatcher,27,3.0,3.0,True
3,1.5,SimpleAugmentingMatcher,9,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,9,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,9,3.0,3.0,True
4,2.0,SimpleAugmentingMatcher,5,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,5,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,5,4.0,4.0,True
6,1.5,SimpleAugmentingMatcher,12,4.0,4.0,True
6,1.5,HopcroftKarpMatcher,12,4.0,4.0,True
6,1.5,HopcroftKarpMatcher,12,4.0,4.0,True
2,2.0,SimpleAugmentingMatcher,3,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,3,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,3,2.0,2.0,True
6,1.5,SimpleAugmentingMatcher,17,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,17,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,17,5.0,5.0,True
6,1.0,SimpleAugmentingMatcher,40,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,40,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,40,4.0,4.0,True
5,1.5,SimpleAugmentingMatcher,37,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,37,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,37,5.0,5.0,True
3,1.5,SimpleAugmentingMatcher,6,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,6,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,6,2.0,2.0,True
2,2.0,SimpleAugmentingMatcher,12,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,12,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,12,2.0,2.0,True
3,1.5,SimpleAugmentingMatcher,12,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,12,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,12,3.0,3.0,True
6,1.0,SimpleAugmentingMatcher,33,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,33,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,33,4.0,4.0,True
5,2.0,SimpleAugmentingMatcher,39,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,39,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,39,5.0,5.0,True
2,2.0,SimpleAugmentingMatcher,37,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,37,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,37,2.0,2.0,True
3,2.0,SimpleAugmentingMatcher,23,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,23,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,23,3.0,3.0,True
2,1.0,SimpleAugmentingMatcher,2,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,2,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,2,1.0,1.0,True
3,1.0,SimpleAugmentingMatcher,31,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,31,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,31,2.0,2.0,True
2,1.0,SimpleAugmentingMatcher,39,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,39,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,39,1.0,1.0,True
3,1.0,SimpleAugmentingMatcher,17,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,17,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,17,2.0,2.0,True
4,1.5,SimpleAugmentingMatcher,9,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,9,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,9,4.0,4.0,True
2,1.0,SimpleAugmentingMatcher,13,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,13,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,13,1.0,1.0,True
5,1.0,SimpleAugmentingMatcher,34,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,34,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,34,3.0,3.0,True
3,1.5,SimpleAugmentingMatcher,1,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,1,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,1,2.0,2.0,True
3,2.0,SimpleAugmentingMatcher,15,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,15,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,15,3.0,3.0,True
6,1.0,SimpleAugmentingMatcher,12,3.0,3.0,True
6,1.0,HopcroftKarpMatcher,12,3.0,3.0,True
6,1.0,HopcroftKarpMatcher,12,3.0,3.0,True
5,1.0,SimpleAugmentingMatcher,38,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,38,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,38,3.0,3.0,True
5,2.0,SimpleAugmentingMatcher,15,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,15,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,15,5.0,5.0,True
3,1.5,SimpleAugmentingMatcher,42,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,42,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,42,3.0,3.0,True
6,1.0,SimpleAugmentingMatcher,44,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,44,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,44,4.0,4.0,True
2,1.5,SimpleAugmentingMatcher,37,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,37,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,37,1.0,1.0,True
5,1.0,SimpleAugmentingMatcher,17,4.0,4.0,True
5,1.0,HopcroftKarpMatcher,17,4.0,4.0,True
5,1.0,HopcroftKarpMatcher,17,4.0,4.0,True
4,1.5,SimpleAugmentingMatcher,20,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,20,4.0,4.0,True
